data;
param :Aij: A :=
	"R0000885"	"x1"	1
	"c1"	"x1"	1
	"c24"	"x2"	1
	"c25"	"x2"	1
	"c26"	"x2"	1
	"c27"	"x2"	1
	"c28"	"x2"	1
	"c29"	"x2"	1
	"c30"	"x2"	1
	"c31"	"x2"	1
	"c32"	"x2"	1
	"c33"	"x2"	1
	"c34"	"x2"	1
	"c35"	"x2"	1
	"c36"	"x2"	1
	"c37"	"x2"	1
	"c38"	"x2"	1
	"c39"	"x2"	1
	"c40"	"x2"	1
	"c41"	"x2"	1
	"c42"	"x2"	1
	"c43"	"x2"	-1
	"c62"	"x2"	-1
	"c81"	"x2"	-1
	"c100"	"x2"	-1
	"c119"	"x2"	-1
	"c138"	"x2"	-1
	"c157"	"x2"	-1
	"c176"	"x2"	-1
	"c195"	"x2"	-1
	"c214"	"x2"	-1
	"c233"	"x2"	-1
	"c252"	"x2"	-1
	"c271"	"x2"	-1
	"c290"	"x2"	-1
	"c309"	"x2"	-1
	"c328"	"x2"	-1
	"c347"	"x2"	-1
	"c366"	"x2"	-1
	"c385"	"x2"	-1
	"c24"	"x3"	1
	"c25"	"x3"	1
	"c26"	"x3"	1
	"c27"	"x3"	1
	"c28"	"x3"	1
	"c29"	"x3"	1
	"c30"	"x3"	1
	"c31"	"x3"	1
	"c32"	"x3"	1
	"c33"	"x3"	1
	"c34"	"x3"	1
	"c35"	"x3"	1
	"c36"	"x3"	1
	"c37"	"x3"	1
	"c38"	"x3"	1
	"c39"	"x3"	1
	"c40"	"x3"	1
	"c41"	"x3"	1
	"c42"	"x3"	1
	"c43"	"x3"	-1
	"c62"	"x3"	-1
	"c81"	"x3"	-1
	"c100"	"x3"	-1
	"c119"	"x3"	-1
	"c138"	"x3"	-1
	"c157"	"x3"	-1
	"c176"	"x3"	-1
	"c195"	"x3"	-1
	"c214"	"x3"	-1
	"c233"	"x3"	-1
	"c252"	"x3"	-1
	"c271"	"x3"	-1
	"c290"	"x3"	-1
	"c309"	"x3"	-1
	"c328"	"x3"	-1
	"c347"	"x3"	-1
	"c366"	"x3"	-1
	"c385"	"x3"	-1
	"c24"	"x4"	1
	"c25"	"x4"	1
	"c26"	"x4"	1
	"c27"	"x4"	1
	"c28"	"x4"	1
	"c29"	"x4"	1
	"c30"	"x4"	1
	"c31"	"x4"	1
	"c32"	"x4"	1
	"c33"	"x4"	1
	"c34"	"x4"	1
	"c35"	"x4"	1
	"c36"	"x4"	1
	"c37"	"x4"	1
	"c38"	"x4"	1
	"c39"	"x4"	1
	"c40"	"x4"	1
	"c41"	"x4"	1
	"c42"	"x4"	1
	"c43"	"x4"	-1
	"c62"	"x4"	-1
	"c81"	"x4"	-1
	"c100"	"x4"	-1
	"c119"	"x4"	-1
	"c138"	"x4"	-1
	"c157"	"x4"	-1
	"c176"	"x4"	-1
	"c195"	"x4"	-1
	"c214"	"x4"	-1
	"c233"	"x4"	-1
	"c252"	"x4"	-1
	"c271"	"x4"	-1
	"c290"	"x4"	-1
	"c309"	"x4"	-1
	"c328"	"x4"	-1
	"c347"	"x4"	-1
	"c366"	"x4"	-1
	"c385"	"x4"	-1
	"c24"	"x5"	1
	"c25"	"x5"	1
	"c26"	"x5"	1
	"c27"	"x5"	1
	"c28"	"x5"	1
	"c29"	"x5"	1
	"c30"	"x5"	1
	"c31"	"x5"	1
	"c32"	"x5"	1
	"c33"	"x5"	1
	"c34"	"x5"	1
	"c35"	"x5"	1
	"c36"	"x5"	1
	"c37"	"x5"	1
	"c38"	"x5"	1
	"c39"	"x5"	1
	"c40"	"x5"	1
	"c41"	"x5"	1
	"c42"	"x5"	1
	"c43"	"x5"	-1
	"c62"	"x5"	-1
	"c81"	"x5"	-1
	"c100"	"x5"	-1
	"c119"	"x5"	-1
	"c138"	"x5"	-1
	"c157"	"x5"	-1
	"c176"	"x5"	-1
	"c195"	"x5"	-1
	"c214"	"x5"	-1
	"c233"	"x5"	-1
	"c252"	"x5"	-1
	"c271"	"x5"	-1
	"c290"	"x5"	-1
	"c309"	"x5"	-1
	"c328"	"x5"	-1
	"c347"	"x5"	-1
	"c366"	"x5"	-1
	"c385"	"x5"	-1
	"c24"	"x6"	-1
	"c43"	"x6"	1
	"c44"	"x6"	1
	"c45"	"x6"	1
	"c46"	"x6"	1
	"c47"	"x6"	1
	"c48"	"x6"	1
	"c49"	"x6"	1
	"c50"	"x6"	1
	"c51"	"x6"	1
	"c52"	"x6"	1
	"c53"	"x6"	1
	"c54"	"x6"	1
	"c55"	"x6"	1
	"c56"	"x6"	1
	"c57"	"x6"	1
	"c58"	"x6"	1
	"c59"	"x6"	1
	"c60"	"x6"	1
	"c61"	"x6"	1
	"c63"	"x6"	-1
	"c82"	"x6"	-1
	"c101"	"x6"	-1
	"c120"	"x6"	-1
	"c139"	"x6"	-1
	"c158"	"x6"	-1
	"c177"	"x6"	-1
	"c196"	"x6"	-1
	"c215"	"x6"	-1
	"c234"	"x6"	-1
	"c253"	"x6"	-1
	"c272"	"x6"	-1
	"c291"	"x6"	-1
	"c310"	"x6"	-1
	"c329"	"x6"	-1
	"c348"	"x6"	-1
	"c367"	"x6"	-1
	"c386"	"x6"	-1
	"c24"	"x7"	-1
	"c43"	"x7"	1
	"c44"	"x7"	1
	"c45"	"x7"	1
	"c46"	"x7"	1
	"c47"	"x7"	1
	"c48"	"x7"	1
	"c49"	"x7"	1
	"c50"	"x7"	1
	"c51"	"x7"	1
	"c52"	"x7"	1
	"c53"	"x7"	1
	"c54"	"x7"	1
	"c55"	"x7"	1
	"c56"	"x7"	1
	"c57"	"x7"	1
	"c58"	"x7"	1
	"c59"	"x7"	1
	"c60"	"x7"	1
	"c61"	"x7"	1
	"c63"	"x7"	-1
	"c82"	"x7"	-1
	"c101"	"x7"	-1
	"c120"	"x7"	-1
	"c139"	"x7"	-1
	"c158"	"x7"	-1
	"c177"	"x7"	-1
	"c196"	"x7"	-1
	"c215"	"x7"	-1
	"c234"	"x7"	-1
	"c253"	"x7"	-1
	"c272"	"x7"	-1
	"c291"	"x7"	-1
	"c310"	"x7"	-1
	"c329"	"x7"	-1
	"c348"	"x7"	-1
	"c367"	"x7"	-1
	"c386"	"x7"	-1
	"c24"	"x8"	-1
	"c43"	"x8"	1
	"c44"	"x8"	1
	"c45"	"x8"	1
	"c46"	"x8"	1
	"c47"	"x8"	1
	"c48"	"x8"	1
	"c49"	"x8"	1
	"c50"	"x8"	1
	"c51"	"x8"	1
	"c52"	"x8"	1
	"c53"	"x8"	1
	"c54"	"x8"	1
	"c55"	"x8"	1
	"c56"	"x8"	1
	"c57"	"x8"	1
	"c58"	"x8"	1
	"c59"	"x8"	1
	"c60"	"x8"	1
	"c61"	"x8"	1
	"c63"	"x8"	-1
	"c82"	"x8"	-1
	"c101"	"x8"	-1
	"c120"	"x8"	-1
	"c139"	"x8"	-1
	"c158"	"x8"	-1
	"c177"	"x8"	-1
	"c196"	"x8"	-1
	"c215"	"x8"	-1
	"c234"	"x8"	-1
	"c253"	"x8"	-1
	"c272"	"x8"	-1
	"c291"	"x8"	-1
	"c310"	"x8"	-1
	"c329"	"x8"	-1
	"c348"	"x8"	-1
	"c367"	"x8"	-1
	"c386"	"x8"	-1
	"c24"	"x9"	-1
	"c43"	"x9"	1
	"c44"	"x9"	1
	"c45"	"x9"	1
	"c46"	"x9"	1
	"c47"	"x9"	1
	"c48"	"x9"	1
	"c49"	"x9"	1
	"c50"	"x9"	1
	"c51"	"x9"	1
	"c52"	"x9"	1
	"c53"	"x9"	1
	"c54"	"x9"	1
	"c55"	"x9"	1
	"c56"	"x9"	1
	"c57"	"x9"	1
	"c58"	"x9"	1
	"c59"	"x9"	1
	"c60"	"x9"	1
	"c61"	"x9"	1
	"c63"	"x9"	-1
	"c82"	"x9"	-1
	"c101"	"x9"	-1
	"c120"	"x9"	-1
	"c139"	"x9"	-1
	"c158"	"x9"	-1
	"c177"	"x9"	-1
	"c196"	"x9"	-1
	"c215"	"x9"	-1
	"c234"	"x9"	-1
	"c253"	"x9"	-1
	"c272"	"x9"	-1
	"c291"	"x9"	-1
	"c310"	"x9"	-1
	"c329"	"x9"	-1
	"c348"	"x9"	-1
	"c367"	"x9"	-1
	"c386"	"x9"	-1
	"c25"	"x10"	-1
	"c44"	"x10"	-1
	"c62"	"x10"	1
	"c63"	"x10"	1
	"c64"	"x10"	1
	"c65"	"x10"	1
	"c66"	"x10"	1
	"c67"	"x10"	1
	"c68"	"x10"	1
	"c69"	"x10"	1
	"c70"	"x10"	1
	"c71"	"x10"	1
	"c72"	"x10"	1
	"c73"	"x10"	1
	"c74"	"x10"	1
	"c75"	"x10"	1
	"c76"	"x10"	1
	"c77"	"x10"	1
	"c78"	"x10"	1
	"c79"	"x10"	1
	"c80"	"x10"	1
	"c83"	"x10"	-1
	"c102"	"x10"	-1
	"c121"	"x10"	-1
	"c140"	"x10"	-1
	"c159"	"x10"	-1
	"c178"	"x10"	-1
	"c197"	"x10"	-1
	"c216"	"x10"	-1
	"c235"	"x10"	-1
	"c254"	"x10"	-1
	"c273"	"x10"	-1
	"c292"	"x10"	-1
	"c311"	"x10"	-1
	"c330"	"x10"	-1
	"c349"	"x10"	-1
	"c368"	"x10"	-1
	"c387"	"x10"	-1
	"c25"	"x11"	-1
	"c44"	"x11"	-1
	"c62"	"x11"	1
	"c63"	"x11"	1
	"c64"	"x11"	1
	"c65"	"x11"	1
	"c66"	"x11"	1
	"c67"	"x11"	1
	"c68"	"x11"	1
	"c69"	"x11"	1
	"c70"	"x11"	1
	"c71"	"x11"	1
	"c72"	"x11"	1
	"c73"	"x11"	1
	"c74"	"x11"	1
	"c75"	"x11"	1
	"c76"	"x11"	1
	"c77"	"x11"	1
	"c78"	"x11"	1
	"c79"	"x11"	1
	"c80"	"x11"	1
	"c83"	"x11"	-1
	"c102"	"x11"	-1
	"c121"	"x11"	-1
	"c140"	"x11"	-1
	"c159"	"x11"	-1
	"c178"	"x11"	-1
	"c197"	"x11"	-1
	"c216"	"x11"	-1
	"c235"	"x11"	-1
	"c254"	"x11"	-1
	"c273"	"x11"	-1
	"c292"	"x11"	-1
	"c311"	"x11"	-1
	"c330"	"x11"	-1
	"c349"	"x11"	-1
	"c368"	"x11"	-1
	"c387"	"x11"	-1
	"c25"	"x12"	-1
	"c44"	"x12"	-1
	"c62"	"x12"	1
	"c63"	"x12"	1
	"c64"	"x12"	1
	"c65"	"x12"	1
	"c66"	"x12"	1
	"c67"	"x12"	1
	"c68"	"x12"	1
	"c69"	"x12"	1
	"c70"	"x12"	1
	"c71"	"x12"	1
	"c72"	"x12"	1
	"c73"	"x12"	1
	"c74"	"x12"	1
	"c75"	"x12"	1
	"c76"	"x12"	1
	"c77"	"x12"	1
	"c78"	"x12"	1
	"c79"	"x12"	1
	"c80"	"x12"	1
	"c83"	"x12"	-1
	"c102"	"x12"	-1
	"c121"	"x12"	-1
	"c140"	"x12"	-1
	"c159"	"x12"	-1
	"c178"	"x12"	-1
	"c197"	"x12"	-1
	"c216"	"x12"	-1
	"c235"	"x12"	-1
	"c254"	"x12"	-1
	"c273"	"x12"	-1
	"c292"	"x12"	-1
	"c311"	"x12"	-1
	"c330"	"x12"	-1
	"c349"	"x12"	-1
	"c368"	"x12"	-1
	"c387"	"x12"	-1
	"c25"	"x13"	-1
	"c44"	"x13"	-1
	"c62"	"x13"	1
	"c63"	"x13"	1
	"c64"	"x13"	1
	"c65"	"x13"	1
	"c66"	"x13"	1
	"c67"	"x13"	1
	"c68"	"x13"	1
	"c69"	"x13"	1
	"c70"	"x13"	1
	"c71"	"x13"	1
	"c72"	"x13"	1
	"c73"	"x13"	1
	"c74"	"x13"	1
	"c75"	"x13"	1
	"c76"	"x13"	1
	"c77"	"x13"	1
	"c78"	"x13"	1
	"c79"	"x13"	1
	"c80"	"x13"	1
	"c83"	"x13"	-1
	"c102"	"x13"	-1
	"c121"	"x13"	-1
	"c140"	"x13"	-1
	"c159"	"x13"	-1
	"c178"	"x13"	-1
	"c197"	"x13"	-1
	"c216"	"x13"	-1
	"c235"	"x13"	-1
	"c254"	"x13"	-1
	"c273"	"x13"	-1
	"c292"	"x13"	-1
	"c311"	"x13"	-1
	"c330"	"x13"	-1
	"c349"	"x13"	-1
	"c368"	"x13"	-1
	"c387"	"x13"	-1
	"c26"	"x14"	-1
	"c45"	"x14"	-1
	"c64"	"x14"	-1
	"c81"	"x14"	1
	"c82"	"x14"	1
	"c83"	"x14"	1
	"c84"	"x14"	1
	"c85"	"x14"	1
	"c86"	"x14"	1
	"c87"	"x14"	1
	"c88"	"x14"	1
	"c89"	"x14"	1
	"c90"	"x14"	1
	"c91"	"x14"	1
	"c92"	"x14"	1
	"c93"	"x14"	1
	"c94"	"x14"	1
	"c95"	"x14"	1
	"c96"	"x14"	1
	"c97"	"x14"	1
	"c98"	"x14"	1
	"c99"	"x14"	1
	"c103"	"x14"	-1
	"c122"	"x14"	-1
	"c141"	"x14"	-1
	"c160"	"x14"	-1
	"c179"	"x14"	-1
	"c198"	"x14"	-1
	"c217"	"x14"	-1
	"c236"	"x14"	-1
	"c255"	"x14"	-1
	"c274"	"x14"	-1
	"c293"	"x14"	-1
	"c312"	"x14"	-1
	"c331"	"x14"	-1
	"c350"	"x14"	-1
	"c369"	"x14"	-1
	"c388"	"x14"	-1
	"c26"	"x15"	-1
	"c45"	"x15"	-1
	"c64"	"x15"	-1
	"c81"	"x15"	1
	"c82"	"x15"	1
	"c83"	"x15"	1
	"c84"	"x15"	1
	"c85"	"x15"	1
	"c86"	"x15"	1
	"c87"	"x15"	1
	"c88"	"x15"	1
	"c89"	"x15"	1
	"c90"	"x15"	1
	"c91"	"x15"	1
	"c92"	"x15"	1
	"c93"	"x15"	1
	"c94"	"x15"	1
	"c95"	"x15"	1
	"c96"	"x15"	1
	"c97"	"x15"	1
	"c98"	"x15"	1
	"c99"	"x15"	1
	"c103"	"x15"	-1
	"c122"	"x15"	-1
	"c141"	"x15"	-1
	"c160"	"x15"	-1
	"c179"	"x15"	-1
	"c198"	"x15"	-1
	"c217"	"x15"	-1
	"c236"	"x15"	-1
	"c255"	"x15"	-1
	"c274"	"x15"	-1
	"c293"	"x15"	-1
	"c312"	"x15"	-1
	"c331"	"x15"	-1
	"c350"	"x15"	-1
	"c369"	"x15"	-1
	"c388"	"x15"	-1
	"c26"	"x16"	-1
	"c45"	"x16"	-1
	"c64"	"x16"	-1
	"c81"	"x16"	1
	"c82"	"x16"	1
	"c83"	"x16"	1
	"c84"	"x16"	1
	"c85"	"x16"	1
	"c86"	"x16"	1
	"c87"	"x16"	1
	"c88"	"x16"	1
	"c89"	"x16"	1
	"c90"	"x16"	1
	"c91"	"x16"	1
	"c92"	"x16"	1
	"c93"	"x16"	1
	"c94"	"x16"	1
	"c95"	"x16"	1
	"c96"	"x16"	1
	"c97"	"x16"	1
	"c98"	"x16"	1
	"c99"	"x16"	1
	"c103"	"x16"	-1
	"c122"	"x16"	-1
	"c141"	"x16"	-1
	"c160"	"x16"	-1
	"c179"	"x16"	-1
	"c198"	"x16"	-1
	"c217"	"x16"	-1
	"c236"	"x16"	-1
	"c255"	"x16"	-1
	"c274"	"x16"	-1
	"c293"	"x16"	-1
	"c312"	"x16"	-1
	"c331"	"x16"	-1
